chembl.id,chembl.name,efo.id,efo.term,set1,set2,overlap,universe,odds.ratio,p.value,existing.indication,p.adjusted
CHEMBL2103882,TIVANTINIB,EFO_0000673,prostate adenocarcinoma,1591,3249,275,64102,4.18321397716125,9.78660646937426e-73,TRUE,6.82533019793155e-71
CHEMBL1423,PIMOZIDE,EFO_0000692,schizophrenia,1360,5048,317,64102,3.72641415935304,1.22908957298547e-70,TRUE,8.28379580048926e-69
CHEMBL1064,SIMVASTATIN,HP_0003124,hypercholesterolemia,1206,4983,292,64102,3.96422082181376,3.13720314014112e-70,TRUE,2.09349063861665e-68
CHEMBL255863,NILOTINIB,EFO_0002508,Parkinson's disease,2045,3371,312,64102,3.472148977072,1.49025088362685e-65,TRUE,9.16189451694535e-64
CHEMBL809,SERTRALINE,EFO_0000289,bipolar disorder,1061,5835,287,64102,3.84207203173637,1.74742196424653e-65,TRUE,1.07340601702743e-63
CHEMBL809,SERTRALINE,EFO_0003761,unipolar depression,1061,4304,240,64102,4.24220345545798,1.15905077552236e-63,TRUE,6.88058902381096e-62
CHEMBL121,ROSIGLITAZONE,EFO_0000692,schizophrenia,1109,5048,263,64102,3.78127549246723,3.25654900058841e-60,TRUE,1.80337476558704e-58
CHEMBL83,TAMOXIFEN,EFO_0000289,bipolar disorder,858,5835,241,64102,4.0256680018831,2.22967875655363e-58,TRUE,1.18096582533949e-56
CHEMBL189963,PALBOCICLIB,EFO_0003869,breast neoplasm,2222,2205,244,64102,3.76928318601635,2.4977695722923e-58,TRUE,1.3220184815403e-56
CHEMBL1491,AMLODIPINE,EFO_0003761,unipolar depression,1133,4304,240,64102,3.89571312002198,5.14043760529648e-58,TRUE,2.71106021678057e-56
CHEMBL1789941,RUXOLITINIB,EFO_0000685,rheumatoid arthritis,1263,3417,225,64102,4.05050582301788,5.29355237222633e-58,TRUE,2.78982992742226e-56
CHEMBL193,NIFEDIPINE,EFO_0000537,hypertension,663,6014,209,64102,4.57046126887378,9.91708682843206e-58,TRUE,5.18968567068971e-56
CHEMBL554,LAPATINIB,EFO_0003869,breast neoplasm,1865,2205,217,64102,3.99047517781894,5.3410663738671e-56,TRUE,2.67431734327131e-54
CHEMBL1496,ROSUVASTATIN,EFO_0000537,hypertension,568,6014,188,64102,4.90030998077373,1.15873547058726e-55,TRUE,5.77073594596832e-54
CHEMBL1513,IRBESARTAN,HP_0003124,hypercholesterolemia,956,4983,230,64102,3.89151782305561,7.0990141460388e-55,TRUE,3.47252699213454e-53
CHEMBL521686,OLAPARIB,EFO_0000673,prostate adenocarcinoma,1599,3249,245,64102,3.58367641390974,1.35351212440735e-54,TRUE,6.55168735757648e-53
CHEMBL1513,IRBESARTAN,EFO_0000537,hypertension,956,6014,255,64102,3.62466887706912,1.74519388194418e-54,TRUE,8.43112708396273e-53
CHEMBL121,ROSIGLITAZONE,EFO_0000249,Alzheimers disease,1109,3757,213,64102,3.98779112413318,8.41016053538713e-54,TRUE,3.99025551488748e-52
CHEMBL1908360,EVEROLIMUS,EFO_0003869,breast neoplasm,1590,2205,194,64102,4.18070113851706,3.49258015314446e-53,TRUE,1.63203343995016e-51
CHEMBL191,LOSARTAN,EFO_0000537,hypertension,509,6014,173,64102,5.09058645373784,3.59634311258e-53,TRUE,1.67840654508804e-51
CHEMBL1908391,Masitinib,EFO_0003885,multiple sclerosis,735,4889,188,64102,4.28909048902937,2.14537602286651e-50,TRUE,9.35906100980655e-49
CHEMBL108,CARBAMAZEPINE,EFO_0000289,bipolar disorder,728,5835,205,64102,4.02051343991951,5.51901051921023e-50,TRUE,2.37827047373981e-48
CHEMBL1263,SALMETEROL,EFO_0001073,obesity,706,7209,225,64102,3.77797388037843,2.35494065761816e-49,TRUE,1.00142333236995e-47
CHEMBL1456,MYCOPHENOLATE MOFETIL,EFO_0000537,hypertension,712,6014,203,64102,3.95117237216453,2.09945970263799e-48,TRUE,8.70823964417285e-47
CHEMBL121,ROSIGLITAZONE,EFO_0000673,prostate adenocarcinoma,1109,3249,187,64102,3.96974067373713,7.90544831738798e-48,TRUE,3.24999330964972e-46
CHEMBL1491,AMLODIPINE,EFO_0000378,coronary artery disease,1133,3553,199,64102,3.78646847326675,8.66458171821892e-48,TRUE,3.55027767200682e-46
CHEMBL521686,OLAPARIB,EFO_0003869,breast neoplasm,1599,2205,185,64102,3.91740783514061,2.46274957721072e-47,TRUE,9.98079368524968e-46
CHEMBL1064,SIMVASTATIN,EFO_0002508,Parkinson's disease,1206,3371,199,64102,3.72036516235225,5.76752257350799e-47,TRUE,2.31966944480846e-45
CHEMBL1064,SIMVASTATIN,EFO_0000249,Alzheimers disease,1206,3757,211,64102,3.54915812826057,1.50560926804967e-46,TRUE,5.97453132276073e-45
CHEMBL1496,ROSUVASTATIN,EFO_0001073,obesity,568,7209,192,64102,4.11310024357138,1.67999970041196e-46,TRUE,6.65942188937336e-45
CHEMBL121,ROSIGLITAZONE,EFO_0000378,coronary artery disease,1109,3553,194,64102,3.76361599120219,2.45873451915846e-46,TRUE,9.68934652119774e-45
CHEMBL21731,MAPROTILINE,EFO_0003761,unipolar depression,812,4304,178,64102,4.02600236100134,2.22329853435165e-45,TRUE,8.52168738334527e-44
CHEMBL288441,BOSUTINIB,EFO_0003869,breast neoplasm,1594,2205,180,64102,3.80223484363316,1.3840869016557e-44,TRUE,5.16890631793464e-43
CHEMBL1173655,AFATINIB,EFO_0000673,prostate adenocarcinoma,1170,3249,186,64102,3.69422969859472,8.05137759855646e-44,TRUE,2.93588439656453e-42
CHEMBL503,LOVASTATIN,EFO_0000685,rheumatoid arthritis,856,3417,159,64102,4.20017153236124,1.6029410014865e-43,TRUE,5.80792172926298e-42
CHEMBL1064,SIMVASTATIN,EFO_0000195,metabolic syndrome,1206,3177,186,64102,3.65190325505026,2.83371880829595e-43,TRUE,1.01877957446512e-41
CHEMBL1456,MYCOPHENOLATE MOFETIL,EFO_0003885,multiple sclerosis,712,4889,170,64102,3.899048424858,2.04365648008481e-41,TRUE,6.98845756242827e-40
CHEMBL567,PERPHENAZINE,EFO_0000692,schizophrenia,888,5048,196,64102,3.40678573539747,2.99902316615631e-40,TRUE,9.94381206633732e-39
CHEMBL1496,ROSUVASTATIN,HP_0003124,hypercholesterolemia,568,4983,147,64102,4.23814954913397,2.359881197579e-39,TRUE,7.58782326159654e-38
CHEMBL1771,CLOPIDOGREL,EFO_0000537,hypertension,571,6014,163,64102,3.93785922867138,3.51090807612439e-39,TRUE,1.12151069216018e-37
CHEMBL1908360,EVEROLIMUS,EFO_0001645,coronary heart disease,1590,2120,165,64102,3.58624366652375,2.11079967354083e-38,TRUE,6.60336803436329e-37
CHEMBL135,ESTRADIOL,EFO_0003761,unipolar depression,603,4304,138,64102,4.2266927510112,1.37838067202108e-37,TRUE,4.19707582139204e-36
CHEMBL1422,SITAGLIPTIN,EFO_0001073,obesity,388,7209,139,64102,4.47256210766513,3.53399836422524e-37,TRUE,1.06127215142588e-35
CHEMBL413,SIROLIMUS,EFO_0000537,hypertension,506,6014,148,64102,4.06880624118125,5.03820297198517e-37,TRUE,1.50446620336483e-35
CHEMBL1173655,AFATINIB,EFO_0003869,breast neoplasm,1170,2205,138,64102,3.93750200799627,2.51372459661243e-36,TRUE,7.36694050914792e-35
CHEMBL1908391,Masitinib,EFO_0000685,rheumatoid arthritis,735,3417,134,64102,4.0805305495963,5.87570036777811e-36,TRUE,1.703149788246e-34
CHEMBL1908360,EVEROLIMUS,EFO_0000764,HIV infection,1590,1866,149,64102,3.66138835453517,6.38239048190006e-36,TRUE,1.84569480011455e-34
CHEMBL1771,CLOPIDOGREL,EFO_0003761,unipolar depression,571,4304,131,64102,4.23493311534992,7.27780630758202e-36,TRUE,2.09972634935507e-34
CHEMBL1393,SPIRONOLACTONE,EFO_0000537,hypertension,475,6014,140,64102,4.10912165226737,1.69745777642164e-35,TRUE,4.82974901454632e-34
CHEMBL772,RESERPINE,EFO_0000537,hypertension,580,6014,158,64102,3.6867009732934,2.30832618471689e-35,TRUE,6.54525580958796e-34
CHEMBL1751,DIGOXIN,EFO_0000764,HIV infection,1932,1866,166,64102,3.34343063751474,2.39314881848831e-35,TRUE,6.78317830694901e-34
CHEMBL1064,SIMVASTATIN,EFO_0000712,stroke,1206,1475,111,64102,4.57211443067275,4.51579970112431e-35,TRUE,1.26642069849558e-33
CHEMBL603469,LESTAURTINIB,EFO_0000676,psoriasis,1691,1693,144,64102,3.65754180288643,8.59023417678766e-35,TRUE,2.39368504351682e-33
CHEMBL1389,LEVONORGESTREL,EFO_0001073,obesity,397,7209,137,64102,4.21984166037343,1.15832259917916e-34,TRUE,3.20721374895856e-33
CHEMBL483254,PANOBINOSTAT,EFO_0000764,HIV infection,2060,1866,171,64102,3.2228017453223,1.45258082349019e-34,TRUE,4.00552805674804e-33
CHEMBL723,CARVEDILOL,EFO_0000537,hypertension,338,6014,113,64102,4.92441776282832,1.88312951593299e-34,TRUE,5.17738516968534e-33
CHEMBL413,SIROLIMUS,EFO_0001359,type I diabetes mellitus,506,5458,136,64102,4.02501000429024,2.85477467954178e-34,TRUE,7.79104652796609e-33
CHEMBL1496,ROSUVASTATIN,EFO_0000378,coronary artery disease,568,3553,115,64102,4.43732866399121,7.30809959185482e-34,TRUE,1.9669841502125e-32
CHEMBL1423,PIMOZIDE,EFO_0000253,amyotrophic lateral sclerosis,1360,2437,154,64102,3.38152026725352,2.1883512915704e-33,TRUE,5.80989651488305e-32
CHEMBL1496,ROSUVASTATIN,EFO_0004211,Hypertriglyceridemia,568,3627,115,64102,4.33851392452494,4.6921330550046e-33,TRUE,1.22814720757184e-31
CHEMBL1496,ROSUVASTATIN,EFO_0000685,rheumatoid arthritis,568,3417,111,64102,4.42470527667893,8.99639969144081e-33,TRUE,2.33337238414319e-31
CHEMBL192,SILDENAFIL,EFO_0000537,hypertension,389,6014,120,64102,4.37616734865033,1.06337523164966e-32,TRUE,2.75131656431532e-31
CHEMBL1908360,EVEROLIMUS,EFO_0001365,age-related macular degeneration,1590,2123,154,64102,3.29737192660502,2.11452441207046e-32,TRUE,5.43311232678975e-31
CHEMBL472,GLYBURIDE,EFO_0001359,type I diabetes mellitus,354,5458,107,64102,4.7274561824185,4.99475761239277e-32,TRUE,1.26367537888717e-30
CHEMBL708,ZIPRASIDONE,EFO_0000692,schizophrenia,191,5048,73,64102,7.32825206629874,1.19186493676562e-31,TRUE,2.97986312778614e-30
CHEMBL1079175,MK-2206,EFO_0000181,head and neck squamous cell carcinoma,2937,985,138,64102,3.51093864831891,2.07007956476492e-31,TRUE,5.13746669242077e-30
CHEMBL1421,DASATINIB,EFO_0000756,melanoma,4246,451,107,64102,4.47218249702688,2.29903118937644e-31,TRUE,5.6999535385125e-30
CHEMBL710,FINASTERIDE,EFO_0000673,prostate adenocarcinoma,466,3249,94,64102,4.84437587617721,1.04993097988956e-30,TRUE,2.54192914723343e-29
CHEMBL1491,AMLODIPINE,EFO_0001645,coronary heart disease,1133,2120,123,64102,3.7184364017411,1.2292205397348e-30,TRUE,2.9711501677857e-29
CHEMBL121,ROSIGLITAZONE,EFO_0000270,asthma,1109,2121,121,64102,3.73507794130406,2.44780537554749e-30,TRUE,5.85178472591821e-29
CHEMBL1422,SITAGLIPTIN,EFO_0001359,type I diabetes mellitus,388,5458,110,64102,4.31837260974106,3.56089751579654e-30,TRUE,8.4420575130889e-29
CHEMBL118,CELECOXIB,EFO_0000537,hypertension,315,6014,102,64102,4.68777619672078,6.06141439133691e-30,TRUE,1.4288032239808e-28
CHEMBL41,FLUOXETINE,EFO_0003758,autism,425,5501,116,64102,4.06395909106621,8.53374199204128e-30,TRUE,1.99888360012444e-28
CHEMBL1512,FLUNISOLIDE,EFO_0000270,asthma,958,2121,110,64102,3.94324650891521,1.45461522484845e-29,TRUE,3.38475141924989e-28
CHEMBL1421,DASATINIB,EFO_0001378,multiple myeloma,4246,596,122,64102,3.70584170998094,4.24766228011332e-29,TRUE,9.70735384957834e-28
CHEMBL1421,DASATINIB,EFO_0000182,hepatocellular carcinoma,4246,599,122,64102,3.68239330936719,6.90170301710273e-29,TRUE,1.56045360263287e-27
CHEMBL1370,BUDESONIDE,EFO_0000384,Crohn's disease,549,3430,103,64102,4.18047083217728,7.40507724721434e-29,TRUE,1.67273594255568e-27
CHEMBL98,VORINOSTAT,EFO_0001378,multiple myeloma,4984,596,133,64102,3.47319071849322,9.63093945437587e-29,TRUE,2.16433634831e-27
CHEMBL1789941,RUXOLITINIB,EFO_0000676,psoriasis,1263,1693,112,64102,3.77033209600419,1.04961325687243e-28,TRUE,2.35520265274323e-27
CHEMBL98,VORINOSTAT,EFO_0000756,melanoma,4984,451,112,64102,3.9862467225087,1.28646389144573e-28,TRUE,2.87622937826847e-27
CHEMBL1496,ROSUVASTATIN,EFO_0000195,metabolic syndrome,568,3177,100,64102,4.19818268919267,2.32307873543388e-28,TRUE,5.14118871347662e-27
CHEMBL547,ISOTRETINOIN,EFO_0000249,Alzheimers disease,519,3757,103,64102,4.0608641433395,8.64143297819306e-28,TRUE,1.87386772106025e-26
CHEMBL1496,ROSUVASTATIN,EFO_0003761,unipolar depression,568,4304,117,64102,3.67689978247349,1.0494084404309e-27,TRUE,2.26765734776281e-26
CHEMBL708,ZIPRASIDONE,EFO_0003758,autism,191,5501,71,64102,6.37141190140216,1.16178430499747e-27,TRUE,2.50538228283455e-26
CHEMBL1064,SIMVASTATIN,EFO_0001645,coronary heart disease,1206,2120,122,64102,3.43021652356244,1.38757084668106e-27,TRUE,2.98102763977904e-26
CHEMBL83,TAMOXIFEN,EFO_0003869,breast neoplasm,858,2205,102,64102,3.92255098304822,2.17263389871735e-27,TRUE,4.63276719696324e-26
CHEMBL121,ROSIGLITAZONE,EFO_0000764,HIV infection,1109,1866,107,64102,3.7175979447319,4.74978009440795e-27,TRUE,9.99029001999836e-26
CHEMBL1684,BENDROFLUMETHIAZIDE,EFO_0000537,hypertension,317,6014,97,64102,4.31216381055597,2.02366256852009e-26,TRUE,4.12997472214064e-25
CHEMBL1771,CLOPIDOGREL,EFO_0000378,coronary artery disease,571,3553,103,64102,3.83215220531311,3.11736886594343e-26,TRUE,6.32033761468121e-25
CHEMBL502835,NINTEDANIB,EFO_0004142,colorectal neoplasm,2163,640,84,64102,4.46042044089232,3.20725982286451e-26,TRUE,6.49726222101176e-25
CHEMBL109,VALPROIC ACID,EFO_0003758,autism,306,5501,90,64102,4.49579407691607,5.54924125326226e-26,TRUE,1.11503235092967e-24
CHEMBL1113,AMOXAPINE,EFO_0003761,unipolar depression,490,4304,104,64102,3.81083158739227,7.25429572003878e-26,TRUE,1.45134810974785e-24
CHEMBL1789941,RUXOLITINIB,EFO_0000764,HIV infection,1263,1866,113,64102,3.42392174709613,9.75490019284127e-26,TRUE,1.94012964033714e-24
CHEMBL1751,DIGOXIN,EFO_0000319,cardiovascular disease,1932,994,100,64102,3.74149214562953,1.32199604160025e-25,TRUE,2.61178690806567e-24
CHEMBL1144,PRAVASTATIN,HP_0003124,hypercholesterolemia,352,4983,92,64102,4.25827232161026,1.67493034495012e-25,TRUE,3.29327520527355e-24
CHEMBL1908360,EVEROLIMUS,EFO_0000181,head and neck squamous cell carcinoma,1590,985,89,64102,4.07734169034436,1.9394886861425e-25,TRUE,3.7963534148036e-24
CHEMBL1473,FLUTICASONE PROPIONATE,EFO_0000270,asthma,822,2121,94,64102,3.90182912973647,2.64432417620511e-25,TRUE,5.14748361740032e-24
CHEMBL1908391,Masitinib,EFO_0000249,Alzheimers disease,735,3757,122,64102,3.27029299222039,2.85466797629236e-25,TRUE,5.54820945994695e-24
CHEMBL1064,SIMVASTATIN,EFO_0000270,asthma,1206,2121,117,64102,3.26439914652289,6.30076707280075e-25,TRUE,1.21126533843829e-23
CHEMBL1542,AZATHIOPRINE,EFO_0000384,Crohn's disease,565,3430,98,64102,3.79120253140692,7.93135457600286e-25,TRUE,1.51765385846388e-23
CHEMBL1421,DASATINIB,EFO_0000095,chronic lymphocytic leukemia,4246,345,82,64102,4.46198609636294,1.95257810195888e-24,TRUE,3.66534424629038e-23
CHEMBL107,COLCHICINE,EFO_0001073,obesity,291,7209,98,64102,4.04907614257746,2.57518526803017e-24,TRUE,4.82067666029714e-23
CHEMBL2017974,BUPARLISIB,EFO_0000181,head and neck squamous cell carcinoma,2439,985,111,64102,3.31616708580191,3.7183030444591e-24,TRUE,6.92040826220434e-23
CHEMBL192,SILDENAFIL,EFO_0001073,obesity,389,7209,117,64102,3.43422520441619,6.23740608333367e-24,TRUE,1.14964410932383e-22
CHEMBL1263,SALMETEROL,EFO_0000270,asthma,706,2121,84,64102,4.06782090263887,6.90572251056343e-24,TRUE,1.26904194872798e-22
CHEMBL121,ROSIGLITAZONE,EFO_0003095,non-alcoholic fatty liver disease,1109,1226,80,64102,4.19536012340007,7.18173532195189e-24,TRUE,1.31845786631727e-22
CHEMBL1064,SIMVASTATIN,EFO_0002690,systemic lupus erythematosus,1206,1452,91,64102,3.69016876922223,3.04961111993906e-23,TRUE,5.42677201810738e-22
CHEMBL1542,AZATHIOPRINE,EFO_0000685,rheumatoid arthritis,565,3417,95,64102,3.66355056171398,3.20907550170878e-23,TRUE,5.70506582664831e-22
CHEMBL413,SIROLIMUS,EFO_0000384,Crohn's disease,506,3430,89,64102,3.84947377899011,4.16408420054725e-23,TRUE,7.37636352593957e-22
CHEMBL1079175,MK-2206,EFO_0004252,nasopharyngeal neoplasm,2937,671,96,64102,3.56054436348577,6.69300609028857e-23,TRUE,1.17329203149035e-21
CHEMBL1614701,SELUMETINIB,EFO_0000182,hepatocellular carcinoma,3317,599,96,64102,3.57177033223631,8.20871645893702e-23,TRUE,1.4332418937304e-21
CHEMBL1771,CLOPIDOGREL,EFO_0001645,coronary heart disease,571,2120,73,64102,4.40252132460727,8.77757258361207e-23,TRUE,1.52968476647941e-21
CHEMBL500,PINDOLOL,EFO_0003761,unipolar depression,317,4304,76,64102,4.44202647057956,1.18487860875247e-22,TRUE,2.05285821065788e-21
CHEMBL2028663,DABRAFENIB,EFO_0000756,melanoma,2117,451,64,64102,4.96184157711329,1.34560784726706e-22,TRUE,2.32752518196858e-21
CHEMBL41,FLUOXETINE,EFO_0003761,unipolar depression,425,4304,90,64102,3.79056484740996,1.64023904764109e-22,TRUE,2.8285832798096e-21
CHEMBL135,ESTRADIOL,EFO_0000249,Alzheimers disease,603,3757,103,64102,3.37372645606291,1.64105048999017e-22,TRUE,2.82932508386896e-21
CHEMBL672,FENOFIBRATE,EFO_0004211,Hypertriglyceridemia,298,3627,67,64102,4.90785467211475,1.75120810024299e-22,TRUE,3.01714411605598e-21
CHEMBL554,LAPATINIB,EFO_0000181,head and neck squamous cell carcinoma,1865,985,92,64102,3.5642205536489,1.87115771955699e-22,TRUE,3.22230815919532e-21
CHEMBL945,AMILORIDE,EFO_0000378,coronary artery disease,155,3553,47,64102,7.50319635240301,2.47239910147743e-22,TRUE,4.2341189781937e-21
CHEMBL121,ROSIGLITAZONE,EFO_0000729,ulcerative colitis,1109,1773,95,64102,3.42329012112856,4.99761136822307e-22,TRUE,8.44948169466833e-21
CHEMBL2105737,SONIDEGIB,EFO_0003869,breast neoplasm,911,2205,96,64102,3.41140563371692,5.03345066243531e-22,TRUE,8.50813682018251e-21
CHEMBL1491,AMLODIPINE,EFO_0000319,cardiovascular disease,1133,994,69,64102,4.34948710114016,1.07874649147483e-21,TRUE,1.79480680268811e-20
CHEMBL622,ETODOLAC,EFO_0000685,rheumatoid arthritis,233,3417,56,64102,5.69552855574211,1.08427627933605e-21,TRUE,1.80319859498279e-20
CHEMBL445813,AT-7519,EFO_0000095,chronic lymphocytic leukemia,3979,345,75,64102,4.25859778038307,1.17024081666168e-21,TRUE,1.94094143496602e-20
CHEMBL1055,CHLORTHALIDONE,EFO_0000537,hypertension,148,6014,57,64102,6.09849653242565,1.58294004641412e-21,TRUE,2.61200947618767e-20
CHEMBL325041,BORTEZOMIB,EFO_0000756,melanoma,2931,451,74,64102,4.17665083623827,1.65928037544897e-21,TRUE,2.73554544012866e-20
CHEMBL1491,AMLODIPINE,EFO_0003095,non-alcoholic fatty liver disease,1133,1226,77,64102,3.92302824295998,1.82838841081843e-21,TRUE,3.00766043060921e-20
CHEMBL1072,BUMETANIDE,EFO_0003758,autism,255,5501,74,64102,4.40102876477059,2.95409058138303e-21,TRUE,4.81141992079736e-20
CHEMBL1751,DIGOXIN,EFO_0000474,epilepsy,1932,631,71,64102,4.19716714516554,2.98490900260338e-21,TRUE,4.85841571700338e-20
CHEMBL1491,AMLODIPINE,EFO_0000712,stroke,1133,1475,85,64102,3.59268992825241,3.43263555654092e-21,TRUE,5.56762232728129e-20
CHEMBL119385,VX-745,EFO_0000249,Alzheimers disease,280,3757,64,64102,4.82365128756625,3.68572582235733e-21,TRUE,5.96899355408175e-20
CHEMBL1064,SIMVASTATIN,EFO_0000764,HIV infection,1206,1866,101,64102,3.16561328327745,4.99501048003469e-21,TRUE,8.04023324665888e-20
CHEMBL384467,DEXAMETHASONE,EFO_0000685,rheumatoid arthritis,734,3417,107,64102,3.09631016356278,5.20870241992395e-21,TRUE,8.3769346135773e-20
CHEMBL865,VALDECOXIB,EFO_0002506,osteoarthritis,1757,808,77,64102,3.86314192634736,5.30653893478576e-21,TRUE,8.52873557842272e-20
CHEMBL118,CELECOXIB,EFO_0001073,obesity,315,7209,97,64102,3.54569455872895,6.62082302260459e-21,TRUE,1.05928885811206e-19
CHEMBL516,CYPROHEPTADINE,EFO_0000712,stroke,656,1475,62,64102,4.58273018317688,1.16408955474352e-20,TRUE,1.84024851746364e-19
CHEMBL294199,CAPSAICIN,EFO_0002508,Parkinson's disease,549,3371,88,64102,3.50425188380582,1.38281834131695e-20,TRUE,2.17813702011089e-19
CHEMBL521686,OLAPARIB,EFO_0000181,head and neck squamous cell carcinoma,1599,985,81,64102,3.63542669284011,1.46480451442558e-20,TRUE,2.30385373024482e-19
CHEMBL109,VALPROIC ACID,EFO_0000289,bipolar disorder,306,5835,84,64102,3.81861009775879,1.51201819907639e-20,TRUE,2.37559412370238e-19
CHEMBL83,TAMOXIFEN,EFO_0000253,amyotrophic lateral sclerosis,858,2437,95,64102,3.23762072765087,2.3534966839924e-20,TRUE,3.65511137370566e-19
CHEMBL1017,TELMISARTAN,EFO_0000537,hypertension,306,6014,85,64102,3.75356073310657,2.64620730378372e-20,TRUE,4.09770060470097e-19
CHEMBL503,LOVASTATIN,EFO_0000764,HIV infection,856,1866,81,64102,3.59832920942614,2.98778190870655e-20,TRUE,4.61507819599437e-19
CHEMBL118,CELECOXIB,EFO_0000378,coronary artery disease,315,3553,65,64102,4.49457156509419,3.17259799275382e-20,TRUE,4.89749602771578e-19
CHEMBL408513,BELINOSTAT,EFO_0000182,hepatocellular carcinoma,3180,599,89,64102,3.41057087387547,3.2728182510582e-20,TRUE,5.0448582949683e-19
CHEMBL1079175,MK-2206,EFO_0000182,hepatocellular carcinoma,2937,599,85,64102,3.51663607854973,3.29711350709534e-20,TRUE,5.08019742097196e-19
CHEMBL495,ALPROSTADIL,EFO_0001073,obesity,262,7209,85,64102,3.82278148057049,4.11533281327562e-20,TRUE,6.30946841754375e-19
CHEMBL831,LOXAPINE,EFO_0000289,bipolar disorder,209,5835,66,64102,4.65000090062486,5.92462787220813e-20,TRUE,9.02745402992205e-19
CHEMBL1614701,SELUMETINIB,EFO_0001378,multiple myeloma,3317,596,90,64102,3.32232366056583,1.02155260156125e-19,TRUE,1.53356890145362e-18
CHEMBL2103875,TRAMETINIB,EFO_0000756,melanoma,2703,451,68,64102,4.11113902360818,1.07030336052138e-19,TRUE,1.60513057533324e-18
CHEMBL1017,TELMISARTAN,EFO_0000249,Alzheimers disease,306,3757,65,64102,4.39058963263837,1.10552052076333e-19,TRUE,1.65560343578695e-18
CHEMBL1879463,DACTOLISIB,EFO_0004230,endometrial neoplasm,3807,203,52,64102,5.51642275895728,1.5076057101627e-19,TRUE,2.23788521149476e-18
CHEMBL428690,ALVOCIDIB,EFO_0001378,multiple myeloma,4118,596,102,64102,3.05851047422916,1.58282637024751e-19,TRUE,2.34391600088239e-18
CHEMBL1064,SIMVASTATIN,EFO_0000612,myocardial infarction,1206,1504,86,64102,3.32894717363911,1.67245304092134e-19,TRUE,2.47515711810068e-18
CHEMBL384467,DEXAMETHASONE,EFO_0000384,Crohn's disease,734,3430,104,64102,2.9799710432988,1.97307628615451e-19,TRUE,2.91135664772511e-18
CHEMBL1789941,RUXOLITINIB,EFO_0000181,head and neck squamous cell carcinoma,1263,985,69,64102,3.90650419979255,2.26223467922462e-19,TRUE,3.33404417818993e-18
CHEMBL98,VORINOSTAT,EFO_0000621,neuroblastoma,4984,594,114,64102,2.85937138979313,2.51392658471294e-19,TRUE,3.69837276404885e-18
CHEMBL1229517,VEMURAFENIB,EFO_0000756,melanoma,2910,451,70,64102,3.9341049395798,3.15014709042825e-19,TRUE,4.60967589913682e-18
