chembl.id,chembl.name,efo.id,efo.term,set1,set2,overlap,universe,odds.ratio,p.value,existing.indication,p.adjusted
CHEMBL1879463,DACTOLISIB,EFO_0001073,obesity,3807,7209,1217,64102,4.25839195369212,8.76776248965912e-279,FALSE,2.82874702410937e-275
CHEMBL1879463,DACTOLISIB,EFO_0003758,autism,3807,5501,1044,64102,4.73357764345229,6.69752283497478e-277,FALSE,2.07079034153876e-273
CHEMBL507361,PD-0325901,EFO_0000289,bipolar disorder,4217,5835,1143,64102,4.3737926659602,8.19891230969657e-276,FALSE,2.43360115176414e-272
CHEMBL445813,AT-7519,EFO_0003758,autism,3979,5501,1069,64102,4.61587273954768,1.01413665053572e-275,FALSE,2.89438500588473e-272
CHEMBL428690,ALVOCIDIB,EFO_0001359,type I diabetes mellitus,4118,5458,1085,64102,4.54907568273622,2.44149757632578e-275,FALSE,6.71004917226869e-272
CHEMBL428690,ALVOCIDIB,EFO_0003758,autism,4118,5501,1089,64102,4.52828952124126,7.89897267646436e-275,FALSE,2.09336881234656e-271
CHEMBL445813,AT-7519,EFO_0001359,type I diabetes mellitus,3979,5458,1061,64102,4.60803056387368,1.71697610754296e-273,FALSE,4.3933866227664e-270
CHEMBL507361,PD-0325901,HP_0003124,hypercholesterolemia,4217,4983,1041,64102,4.65138214181826,1.96201552083471e-272,FALSE,4.85304539078465e-269
CHEMBL1879463,DACTOLISIB,EFO_0000537,hypertension,3807,6014,1087,64102,4.49081230964406,1.53427532216121e-270,FALSE,3.67260968648299e-267
CHEMBL1287853,FEDRATINIB,EFO_0001073,obesity,3684,7209,1173,64102,4.20884633366165,4.0391214554226e-266,FALSE,9.36634398748856e-263
CHEMBL1421,DASATINIB,HP_0003124,hypercholesterolemia,4246,4983,1030,64102,4.52911392474864,1.78699570047782e-262,FALSE,4.01830351375626e-259
CHEMBL1287853,FEDRATINIB,EFO_0000537,hypertension,3684,6014,1050,64102,4.45311468393015,7.71889662909692e-260,FALSE,1.6846491893004e-256
CHEMBL98,VORINOSTAT,EFO_0004211,Hypertriglyceridemia,4984,3627,937,64102,4.85690758436121,6.52415982925603e-259,FALSE,1.38321508608555e-255
CHEMBL98,VORINOSTAT,EFO_0003761,unipolar depression,4984,4304,1032,64102,4.45683209846603,1.79548999332006e-258,FALSE,3.70095374873098e-255
CHEMBL1879463,DACTOLISIB,EFO_0000289,bipolar disorder,3807,5835,1050,64102,4.41805442193647,3.05823866487446e-258,FALSE,6.13342162505431e-255
CHEMBL1287853,FEDRATINIB,EFO_0003758,autism,3684,5501,994,64102,4.5838271979673,2.57776692178353e-256,FALSE,5.0337682744986e-253
CHEMBL223360,LINIFANIB,EFO_0001073,obesity,3168,7209,1055,64102,4.44441260893361,1.30141289120688e-255,FALSE,2.47618829723094e-252
CHEMBL445813,AT-7519,EFO_0000537,hypertension,3979,6014,1091,64102,4.23578174542169,5.92862744070949e-255,FALSE,1.09983449809462e-251
CHEMBL1614701,SELUMETINIB,EFO_0001073,obesity,3317,7209,1082,64102,4.31874330263761,6.03733337733008e-254,FALSE,1.09268371527995e-250
CHEMBL445813,AT-7519,EFO_0003885,multiple sclerosis,3979,4889,967,64102,4.60034977763327,2.55471170621357e-252,FALSE,4.51362814665662e-249
CHEMBL1287853,FEDRATINIB,EFO_0001359,type I diabetes mellitus,3684,5458,980,64102,4.52733917584197,6.38134626018726e-250,FALSE,1.1012274400865e-246
CHEMBL1421,DASATINIB,EFO_0003885,multiple sclerosis,4246,4889,999,64102,4.4263207831791,2.19940472272781e-249,FALSE,3.70924607840949e-246
CHEMBL507361,PD-0325901,EFO_0003885,multiple sclerosis,4217,4889,994,64102,4.43316607076047,1.09572046876074e-248,FALSE,1.80684305298645e-245
CHEMBL98,VORINOSTAT,EFO_0000378,coronary artery disease,4984,3553,911,64102,4.7809787237363,1.76287593099134e-248,FALSE,2.84378714041767e-245
CHEMBL1879463,DACTOLISIB,EFO_0001359,type I diabetes mellitus,3807,5458,995,64102,4.42640795054461,1.90063104183334e-247,FALSE,3.00077290338814e-244
CHEMBL1287853,FEDRATINIB,EFO_0000289,bipolar disorder,3684,5835,1012,64102,4.36569864145347,1.40328457215106e-246,FALSE,2.16939024325978e-243
CHEMBL428690,ALVOCIDIB,EFO_0003885,multiple sclerosis,4118,4889,975,64102,4.44380258320424,4.4649219181403e-245,FALSE,6.76162308031838e-242
CHEMBL180022,NERATINIB,EFO_0001073,obesity,3106,7209,1024,64102,4.35860989866192,1.28144278109639e-243,FALSE,1.90178923142515e-240
CHEMBL428690,ALVOCIDIB,HP_0003124,hypercholesterolemia,4118,4983,983,64102,4.38839843939269,1.94516587515485e-243,FALSE,2.8302163483503e-240
CHEMBL223360,LINIFANIB,EFO_0000289,bipolar disorder,3168,5835,918,64102,4.64798317310717,1.2205966227314e-240,FALSE,1.74181485364968e-237
CHEMBL27759,ENTINOSTAT,EFO_0001073,obesity,2971,7209,992,64102,4.42757885110543,2.10653147529978e-240,FALSE,2.94934279480415e-237
CHEMBL1614701,SELUMETINIB,EFO_0000289,bipolar disorder,3317,5835,941,64102,4.52280944705399,1.98478510742632e-239,FALSE,2.72742553512167e-236
CHEMBL27759,ENTINOSTAT,EFO_0000537,hypertension,2971,6014,895,64102,4.71710959371091,7.22885032837851e-238,FALSE,9.75303342940595e-235
CHEMBL1614701,SELUMETINIB,EFO_0003758,autism,3317,5501,908,64102,4.6111719905087,1.98351599204675e-237,FALSE,2.62833578910409e-234
CHEMBL1421,DASATINIB,EFO_0000692,schizophrenia,4246,5048,998,64102,4.23380815016777,3.76978920571041e-237,FALSE,4.90767031596037e-234
CHEMBL408513,BELINOSTAT,EFO_0001073,obesity,3180,7209,1027,64102,4.22385918297858,2.93499513751504e-236,FALSE,3.75502265826385e-233
CHEMBL507361,PD-0325901,EFO_0000692,schizophrenia,4217,5048,992,64102,4.23384248819652,6.99052758750671e-236,FALSE,8.79206948527009e-233
CHEMBL180022,NERATINIB,EFO_0000289,bipolar disorder,3106,5835,900,64102,4.63442362172467,1.39801072183676e-235,FALSE,1.72898976023161e-232
CHEMBL1879463,DACTOLISIB,HP_0003124,hypercholesterolemia,3807,4983,925,64102,4.44777732345471,7.4861771173972e-234,FALSE,9.10675037699113e-231
CHEMBL1614701,SELUMETINIB,EFO_0001359,type I diabetes mellitus,3317,5458,897,64102,4.56902516711525,1.01115476438953e-232,FALSE,1.21020547244395e-229
CHEMBL408513,BELINOSTAT,EFO_0000537,hypertension,3180,6014,923,64102,4.48468292977635,1.53698881918037e-232,FALSE,1.81035325916316e-229
CHEMBL521851,PICTILISIB,EFO_0001073,obesity,3076,7209,997,64102,4.23163287490098,2.76905928610801e-230,FALSE,3.2105944425882e-227
CHEMBL272980,MOCETINOSTAT,EFO_0001073,obesity,2992,7209,980,64102,4.29147157701516,4.82153090545019e-230,FALSE,5.50433385906049e-227
CHEMBL1879463,DACTOLISIB,EFO_0003885,multiple sclerosis,3807,4889,909,64102,4.43804385605674,7.83982955432758e-230,FALSE,8.81446291028603e-227
CHEMBL180022,NERATINIB,EFO_0000537,hypertension,3106,6014,906,64102,4.50569728108569,1.10536409558952e-229,FALSE,1.22423198079434e-226
CHEMBL445813,AT-7519,HP_0003124,hypercholesterolemia,3979,4983,939,64102,4.28321960776777,1.43780148631343e-227,FALSE,1.56900087193953e-224
CHEMBL223360,LINIFANIB,EFO_0001359,type I diabetes mellitus,3168,5458,864,64102,4.59876822278708,2.44304532518975e-226,FALSE,2.62733591819863e-223
CHEMBL1614701,SELUMETINIB,EFO_0000537,hypertension,3317,6014,935,64102,4.30516048723687,2.11984749493771e-225,FALSE,2.24718976231218e-222
CHEMBL98,VORINOSTAT,EFO_0000249,Alzheimers disease,4984,3757,905,64102,4.37701657906096,2.19485627458807e-225,FALSE,2.29393394163109e-222
CHEMBL223360,LINIFANIB,EFO_0000537,hypertension,3168,6014,909,64102,4.40051940544142,8.67968608385749e-225,FALSE,8.94550147017563e-222
CHEMBL1079175,MK-2206,EFO_0001073,obesity,2937,7209,960,64102,4.26735610326482,2.62932087148324e-224,FALSE,2.67272267490978e-221
CHEMBL507361,PD-0325901,EFO_0004211,Hypertriglyceridemia,4217,3627,804,64102,4.76128107808281,2.69055814032184e-222,FALSE,2.69801171354841e-219
CHEMBL98,VORINOSTAT,EFO_0000685,rheumatoid arthritis,4984,3417,852,64102,4.54601981167369,4.29356496226194e-222,FALSE,4.24805317366196e-219
CHEMBL1879463,DACTOLISIB,EFO_0000692,schizophrenia,3807,5048,913,64102,4.28463317330441,7.23380716879139e-222,FALSE,7.06295606526533e-219
CHEMBL507361,PD-0325901,EFO_0003761,unipolar depression,4217,4304,884,64102,4.37879381943083,1.66103999902461e-221,FALSE,1.60074640425482e-218
CHEMBL521851,PICTILISIB,EFO_0001359,type I diabetes mellitus,3076,5458,842,64102,4.60578406646786,2.31336789964512e-221,FALSE,2.20081365375854e-218
CHEMBL1229517,VEMURAFENIB,EFO_0001073,obesity,2910,7209,949,64102,4.24665406621433,9.38285623605134e-221,FALSE,8.81335249362266e-218
CHEMBL180022,NERATINIB,EFO_0003758,autism,3106,5501,849,64102,4.55585085596402,1.86975200580724e-220,FALSE,1.73431184488658e-217
CHEMBL1287853,FEDRATINIB,EFO_0003885,multiple sclerosis,3684,4889,876,64102,4.38471897744749,1.96627410459139e-219,FALSE,1.80132555470622e-216
CHEMBL325041,BORTEZOMIB,EFO_0001073,obesity,2931,7209,951,64102,4.21467233765525,2.10808230471285e-219,FALSE,1.90768594416118e-216
CHEMBL408513,BELINOSTAT,EFO_0001359,type I diabetes mellitus,3180,5458,855,64102,4.49928513408115,3.54280839096801e-219,FALSE,3.16739875484074e-216
CHEMBL1287853,FEDRATINIB,HP_0003124,hypercholesterolemia,3684,4983,885,64102,4.34529052728325,3.73716598429027e-219,FALSE,3.30138573647928e-216
CHEMBL445813,AT-7519,EFO_0000692,schizophrenia,3979,5048,932,64102,4.16202749227188,7.50403148995001e-219,FALSE,6.55101949072636e-216
CHEMBL272980,MOCETINOSTAT,EFO_0000537,hypertension,2992,6014,869,64102,4.45237430887169,2.86597060192281e-218,FALSE,2.47289940134514e-215
CHEMBL1421,DASATINIB,EFO_0003761,unipolar depression,4246,4304,880,64102,4.30869533667528,9.47784886050855e-217,FALSE,8.08395143326479e-214
CHEMBL223360,LINIFANIB,EFO_0003758,autism,3168,5501,853,64102,4.46190033761097,1.09982110135948e-216,FALSE,9.27411645754318e-214
CHEMBL428690,ALVOCIDIB,EFO_0000692,schizophrenia,4118,5048,947,64102,4.06951632916286,2.09643810378815e-216,FALSE,1.74793471338876e-213
CHEMBL223360,LINIFANIB,EFO_0003885,multiple sclerosis,3168,4889,798,64102,4.67825869380119,1.19477799075168e-215,FALSE,9.85094453374757e-213
CHEMBL1079175,MK-2206,EFO_0000289,bipolar disorder,2937,5835,839,64102,4.49592758055084,5.10630366495226e-214,FALSE,4.16388201601959e-211
CHEMBL272980,MOCETINOSTAT,EFO_0003758,autism,2992,5501,821,64102,4.55966535691489,6.53622845542013e-214,FALSE,5.27196557102664e-211
CHEMBL572878,TOZASERTIB,EFO_0001073,obesity,2870,7209,930,64102,4.19558391811158,8.07589679665104e-214,FALSE,6.44378410532786e-211
CHEMBL408513,BELINOSTAT,EFO_0003758,autism,3180,5501,850,64102,4.41357262400348,1.57898051806018e-213,FALSE,1.24647073768783e-210
CHEMBL1079175,MK-2206,EFO_0003758,autism,2937,5501,811,64102,4.5933106486906,4.33388731101171e-213,FALSE,3.38522218856446e-210
CHEMBL1976040,AZD-1775,EFO_0000289,bipolar disorder,2693,5835,796,64102,4.69389953632743,7.31019555010404e-213,FALSE,5.65055271661948e-210
CHEMBL223360,LINIFANIB,HP_0003124,hypercholesterolemia,3168,4983,802,64102,4.6009911332089,9.19361069537557e-213,FALSE,7.03311218196231e-210
CHEMBL408513,BELINOSTAT,EFO_0000289,bipolar disorder,3180,5835,877,64102,4.29836494993495,1.13860312140075e-212,FALSE,8.62143312485129e-210
CHEMBL572878,TOZASERTIB,EFO_0003758,autism,2870,5501,799,64102,4.63817506453665,3.05469614107701e-212,FALSE,2.28963360756182e-209
CHEMBL2103875,TRAMETINIB,EFO_0001073,obesity,2703,7209,894,64102,4.3107789546497,4.39680648596896e-212,FALSE,3.26265025291327e-209
CHEMBL180022,NERATINIB,EFO_0001359,type I diabetes mellitus,3106,5458,831,64102,4.44987957903611,4.6610838019165e-211,FALSE,3.42451211407142e-208
CHEMBL1976040,AZD-1775,EFO_0003758,autism,2693,5501,768,64102,4.77722336135409,1.14847608119836e-210,FALSE,8.35516349071809e-208
CHEMBL27759,ENTINOSTAT,EFO_0003758,autism,2971,5501,810,64102,4.50960426218922,7.14210609289818e-209,FALSE,5.14543672450009e-206
CHEMBL272980,MOCETINOSTAT,EFO_0000289,bipolar disorder,2992,5835,840,64102,4.38503174149497,9.52749246406625e-209,FALSE,6.79795748361573e-206
CHEMBL1421,DASATINIB,EFO_0000249,Alzheimers disease,4246,3757,802,64102,4.4839070878861,2.19609587986706e-208,FALSE,1.55201233110033e-205
CHEMBL521851,PICTILISIB,EFO_0000289,bipolar disorder,3076,5835,853,64102,4.31648144818174,3.1741849188947e-208,FALSE,2.22207916893001e-205
CHEMBL98,VORINOSTAT,Orphanet_84,Fanconi anemia,4984,3761,878,64102,4.17092117718121,5.36082532790314e-208,FALSE,3.71775741548647e-205
CHEMBL601719,CRIZOTINIB,EFO_0001073,obesity,2617,7209,869,64102,4.32413853402388,3.56868419126012e-207,FALSE,2.45198342974497e-204
CHEMBL1229517,VEMURAFENIB,EFO_0001359,type I diabetes mellitus,2910,5458,794,64102,4.54773906985374,5.77862273672741e-207,FALSE,3.93396972641154e-204
CHEMBL98,VORINOSTAT,EFO_0000195,metabolic syndrome,4984,3177,794,64102,4.51146855239276,1.40550303681339e-206,FALSE,9.48139571333981e-204
CHEMBL445813,AT-7519,EFO_0003761,unipolar depression,3979,4304,832,64102,4.3136018412991,1.76012902473176e-206,FALSE,1.17667003856054e-203
CHEMBL428690,ALVOCIDIB,EFO_0003761,unipolar depression,4118,4304,848,64102,4.24155664931668,3.95681377792578e-206,FALSE,2.62156577134806e-203
CHEMBL2103875,TRAMETINIB,EFO_0001359,type I diabetes mellitus,2703,5458,759,64102,4.71092456725267,1.17609128527424e-205,FALSE,7.72317290475885e-203
CHEMBL180022,NERATINIB,HP_0003124,hypercholesterolemia,3106,4983,780,64102,4.53110839946436,3.75667351427093e-204,FALSE,2.44529787830241e-201
CHEMBL1229517,VEMURAFENIB,EFO_0000289,bipolar disorder,2910,5835,819,64102,4.38647410746692,5.69054641635592e-204,FALSE,3.67188692891905e-201
CHEMBL98,VORINOSTAT,EFO_0002508,Parkinson's disease,4984,3371,816,64102,4.33403677642352,5.36542308377844e-203,FALSE,3.43225189596361e-200
CHEMBL521851,PICTILISIB,EFO_0000537,hypertension,3076,6014,859,64102,4.19940211504973,6.85995321850088e-203,FALSE,4.3507934066569e-200
CHEMBL27759,ENTINOSTAT,EFO_0000289,bipolar disorder,2971,5835,827,64102,4.32267171070574,1.1928594388803e-202,FALSE,7.50136734424687e-200
CHEMBL1976040,AZD-1775,EFO_0001073,obesity,2693,7209,877,64102,4.20072202020941,1.21614943498171e-202,FALSE,7.58356040527878e-200
CHEMBL1079175,MK-2206,EFO_0001359,type I diabetes mellitus,2937,5458,789,64102,4.44451946780929,6.31669378342257e-201,FALSE,3.90608551832393e-198
CHEMBL325041,BORTEZOMIB,EFO_0000537,hypertension,2931,6014,830,64102,4.26651518497945,6.14236939070554e-200,FALSE,3.76689686477111e-197
CHEMBL1421,DASATINIB,EFO_0004211,Hypertriglyceridemia,4246,3627,773,64102,4.44522983337382,9.47876689530853e-200,FALSE,5.76534342185549e-197
CHEMBL27759,ENTINOSTAT,EFO_0001359,type I diabetes mellitus,2971,5458,792,64102,4.39837488062407,1.95005261561042e-199,FALSE,1.17645247432009e-196
CHEMBL1079175,MK-2206,EFO_0000537,hypertension,2937,6014,830,64102,4.25391613039045,2.65631929649149e-199,FALSE,1.58961430158186e-196
CHEMBL1614701,SELUMETINIB,HP_0003124,hypercholesterolemia,3317,4983,801,64102,4.3089045808388,2.44871137957318e-198,FALSE,1.45365302336982e-195
CHEMBL180022,NERATINIB,EFO_0003885,multiple sclerosis,3106,4889,763,64102,4.48839282337495,2.54110905071976e-198,FALSE,1.4965317230846e-195
CHEMBL521851,PICTILISIB,EFO_0003758,autism,3076,5501,810,64102,4.29271332679131,2.72570345978725e-198,FALSE,1.59260492309853e-195
CHEMBL325041,BORTEZOMIB,EFO_0003758,autism,2931,5501,786,64102,4.38746904418105,2.14757473790586e-197,FALSE,1.245006120518e-194
CHEMBL1614701,SELUMETINIB,EFO_0003885,multiple sclerosis,3317,4889,791,64102,4.33154641305643,2.20676842158057e-197,FALSE,1.26940504436733e-194
CHEMBL1879463,DACTOLISIB,EFO_0003761,unipolar depression,3807,4304,796,64102,4.2793541866616,9.645887548993e-197,FALSE,5.5059468121002e-194
CHEMBL1287853,FEDRATINIB,EFO_0000692,schizophrenia,3684,5048,854,64102,4.0454538037941,7.60069265224073e-196,FALSE,4.30541525388949e-193
CHEMBL1976040,AZD-1775,EFO_0000537,hypertension,2693,6014,783,64102,4.40254097147591,9.00365981955552e-196,FALSE,5.06148921901604e-193
CHEMBL572878,TOZASERTIB,EFO_0001359,type I diabetes mellitus,2870,5458,770,64102,4.42241452737464,2.04898439945974e-195,FALSE,1.14319464181887e-192
CHEMBL572878,TOZASERTIB,EFO_0000537,hypertension,2870,6014,811,64102,4.24154645390066,1.90881343350871e-194,FALSE,1.05704105099637e-191
CHEMBL408513,BELINOSTAT,EFO_0003885,multiple sclerosis,3180,4889,767,64102,4.37991268625956,3.4029964599376e-194,FALSE,1.87051372081237e-191
CHEMBL1976040,AZD-1775,EFO_0001359,type I diabetes mellitus,2693,5458,740,64102,4.55272510084882,4.56312879309321e-194,FALSE,2.48975714773148e-191
CHEMBL428690,ALVOCIDIB,EFO_0000685,rheumatoid arthritis,4118,3417,726,64102,4.55670368923962,6.96804842472167e-194,FALSE,3.77419002449979e-191
CHEMBL325041,BORTEZOMIB,EFO_0001359,type I diabetes mellitus,2931,5458,776,64102,4.34448942690952,3.64664309947155e-193,FALSE,1.96086341446584e-190
CHEMBL507361,PD-0325901,EFO_0000249,Alzheimers disease,4217,3757,775,64102,4.29639523815254,5.50037236736819e-193,FALSE,2.93636785266588e-190
CHEMBL445813,AT-7519,EFO_0004211,Hypertriglyceridemia,3979,3627,735,64102,4.48355096655637,7.51690175968226e-193,FALSE,3.98422639340873e-190
CHEMBL428690,ALVOCIDIB,EFO_0004211,Hypertriglyceridemia,4118,3627,749,64102,4.41118539418781,1.12615150683316e-192,FALSE,5.92667181308896e-190
CHEMBL601719,CRIZOTINIB,EFO_0000537,hypertension,2617,6014,765,64102,4.42538498981452,1.35446879853192e-192,FALSE,7.07805332359588e-190
CHEMBL507361,PD-0325901,EFO_0000378,coronary artery disease,4217,3553,750,64102,4.40521777417879,1.53830781330595e-192,FALSE,7.98252666338238e-190
CHEMBL1079175,MK-2206,EFO_0003885,multiple sclerosis,2937,4889,729,64102,4.52409953546083,9.62973978132321e-192,FALSE,4.96232528106312e-189
CHEMBL1229517,VEMURAFENIB,EFO_0000537,hypertension,2910,6014,812,64102,4.16577438595125,6.93993574433233e-191,FALSE,3.55157194419435e-188
CHEMBL27759,ENTINOSTAT,HP_0003124,hypercholesterolemia,2971,4983,740,64102,4.44698595448868,9.98364801111159e-191,FALSE,5.07422329222285e-188
CHEMBL521851,PICTILISIB,EFO_0003885,multiple sclerosis,3076,4889,747,64102,4.40471354309064,1.10741683979417e-190,FALSE,5.59019500659364e-188
CHEMBL1231160,PEVONEDISTAT,EFO_0001073,obesity,2455,7209,810,64102,4.25140604727373,1.86454830686685e-190,FALSE,9.34856804804422e-188
CHEMBL272980,MOCETINOSTAT,EFO_0003885,multiple sclerosis,2992,4889,734,64102,4.45572443648743,6.4378882453774e-190,FALSE,3.20619796810892e-187
CHEMBL1229517,VEMURAFENIB,EFO_0003758,autism,2910,5501,771,64102,4.3026168986203,6.48968834575393e-190,FALSE,3.21044882464447e-187
CHEMBL27759,ENTINOSTAT,EFO_0003885,multiple sclerosis,2971,4889,730,64102,4.46209489223303,3.0178513894338e-189,FALSE,1.47482471229237e-186
CHEMBL428690,ALVOCIDIB,EFO_0000378,coronary artery disease,4118,3553,735,64102,4.40723058072273,3.02100069090277e-189,FALSE,1.47482471229237e-186
CHEMBL325041,BORTEZOMIB,EFO_0003885,multiple sclerosis,2931,4889,721,64102,4.46167872067295,4.47823511827383e-187,FALSE,2.17194403236281e-184
CHEMBL572878,TOZASERTIB,EFO_0000289,bipolar disorder,2870,5835,785,64102,4.18863003468647,1.27076359124484e-186,FALSE,6.12318261612488e-184
CHEMBL1421,DASATINIB,EFO_0000685,rheumatoid arthritis,4246,3417,726,64102,4.38121805890546,7.81701638756264e-186,FALSE,3.74233355509088e-183
CHEMBL325041,BORTEZOMIB,EFO_0000289,bipolar disorder,2931,5835,793,64102,4.12910691110613,1.91952549613808e-185,FALSE,9.07949576498351e-183
CHEMBL1421,DASATINIB,EFO_0000195,metabolic syndrome,4246,3177,696,64102,4.5337675908856,1.92100375325438e-185,FALSE,9.07949576498351e-183
CHEMBL217092,SARACATINIB,EFO_0003758,autism,2438,5501,688,64102,4.64362336098668,8.27157350653103e-185,FALSE,3.88476020286161e-182
CHEMBL1421,DASATINIB,EFO_0000378,coronary artery disease,4246,3553,740,64102,4.27995326391604,2.53099851473588e-184,FALSE,1.18121223135834e-181
CHEMBL1879463,DACTOLISIB,EFO_0000378,coronary artery disease,3807,3553,695,64102,4.48804353466973,1.13583158672215e-183,FALSE,5.26777393079481e-181
CHEMBL272980,MOCETINOSTAT,EFO_0001359,type I diabetes mellitus,2992,5458,770,64102,4.17069079348866,1.74873298545466e-183,FALSE,8.05992119165609e-181
CHEMBL217092,SARACATINIB,EFO_0001073,obesity,2438,7209,795,64102,4.168184942623,3.26803074370603e-183,FALSE,1.4969396378809e-180
CHEMBL601719,CRIZOTINIB,EFO_0001359,type I diabetes mellitus,2617,5458,711,64102,4.45851193007787,5.47564908930133e-183,FALSE,2.49276405320003e-180
CHEMBL98,VORINOSTAT,EFO_0000673,prostate adenocarcinoma,4984,3249,767,64102,4.15030234486314,6.37593065771577e-183,FALSE,2.88491423448658e-180
CHEMBL408513,BELINOSTAT,HP_0003124,hypercholesterolemia,3180,4983,757,64102,4.1914136892693,9.99486549467734e-183,FALSE,4.49496360019716e-180
CHEMBL2103875,TRAMETINIB,EFO_0000289,bipolar disorder,2703,5835,751,64102,4.26164928606264,1.79751679629375e-182,FALSE,8.03522493186614e-180
CHEMBL507361,PD-0325901,EFO_0000195,metabolic syndrome,4217,3177,687,64102,4.48579695673715,2.89050009028642e-181,FALSE,1.2843686179623e-178
CHEMBL2017974,BUPARLISIB,EFO_0001073,obesity,2439,7209,792,64102,4.14015167544801,3.11997186663677e-181,FALSE,1.37808043073679e-178
CHEMBL98,VORINOSTAT,EFO_0000384,Crohn's disease,4984,3430,789,64102,4.02210297394571,3.71507121204016e-181,FALSE,1.63122401946414e-178
CHEMBL272980,MOCETINOSTAT,HP_0003124,hypercholesterolemia,2992,4983,728,64102,4.29650013020328,4.09866509019604e-181,FALSE,1.78906731187057e-178
CHEMBL572878,TOZASERTIB,EFO_0003885,multiple sclerosis,2870,4889,703,64102,4.4208802238343,5.2835399948635e-181,FALSE,2.2927782767184e-178
CHEMBL1879463,DACTOLISIB,EFO_0000249,Alzheimers disease,3807,3757,713,64102,4.33402665135288,5.55621372222216e-181,FALSE,2.39708627475288e-178
CHEMBL601719,CRIZOTINIB,EFO_0000289,bipolar disorder,2617,5835,734,64102,4.30866950931631,1.01785498820659e-180,FALSE,4.36589187282484e-178
CHEMBL2103875,TRAMETINIB,EFO_0003758,autism,2703,5501,724,64102,4.33626505228194,1.24895635648137e-180,FALSE,5.32636818578734e-178
CHEMBL507361,PD-0325901,EFO_0000685,rheumatoid arthritis,4217,3417,714,64102,4.31178551302445,6.11844951805218e-180,FALSE,2.5943974084975e-177
