	0	1	2	3	Disease/Drug	Fold_Change	Gene_Name	Regulation
277	Melanoma	up	RARS	0.03952740877866745				
278	Melanoma	up	GTF3C6	0.03940151259303093				
279	Melanoma	up	COL6A3	0.039376500993967056				
280	Melanoma	up	KRT10	0.03922981396317482				
281	Melanoma	up	GNG10	0.03786657005548477				
282	Melanoma	up	TMSB10	0.03761719539761543				
283	Melanoma	up	PSMD14	0.03707709163427353				
284	Melanoma	up	SNHG5	0.03697792440652847				
285	Melanoma	up	CTSL	0.03663402050733566				
286	Melanoma	up	WARS	0.03555235266685486				
287	Melanoma	up	KRTDAP	0.03548527508974075				
288	Melanoma	up	HLA-C	0.034682128578424454				
289	Melanoma	up	PARK7	0.034575000405311584				
290	Melanoma	up	KRT6C	0.034573353826999664				
291	Melanoma	up	PCNA	0.03447995334863663				
292	Melanoma	up	MYL12B	0.03395823761820793				
293	Melanoma	up	DEK	0.03385358303785324				
294	Melanoma	up	PPT1	0.033729176968336105				
295	Melanoma	up	MIR4435-1HG	0.03334693983197212				
296	Melanoma	up	BZW1	0.03329401835799217				
297	Melanoma	up	FAM96A	0.03311038389801979				
298	Melanoma	up	DFNA5	0.032959144562482834				
299	Melanoma	up	ADAR	0.03260539099574089				
300	Melanoma	up	HLA-DQA2	0.03224904090166092				
301	Melanoma	up	SPRR1B	0.032063428312540054				
302	Melanoma	up	MARCKSL1	0.031973905861377716				
303	Melanoma	up	HSPE1	0.0319734588265419				
304	Melanoma	up	NOP58	0.03170034661889076				
305	Melanoma	up	AP3S1	0.031662408262491226				
306	Melanoma	up	S100A2	0.03158380091190338				
307	Melanoma	up	RPL39	0.03123362548649311				
308	Melanoma	up	WBP5	0.031225211918354034				
309	Melanoma	up	SGK1	0.03112001344561577				
310	Melanoma	up	NNMT	0.030482284724712372				
311	Melanoma	up	PDIA6	0.030473684892058372				
312	Melanoma	up	ARPC3	0.030465619638562202				
313	Melanoma	up	NARS	0.030403990298509598				
314	Melanoma	up	BASP1	0.030192360281944275				
315	Melanoma	up	TBCA	0.03016824834048748				
316	Melanoma	up	S100A13	0.0299827978014946				
317	Melanoma	up	HEXB	0.029747383669018745				
318	Melanoma	up	PTTG1IP	0.029688941314816475				
319	Melanoma	up	SRP14	0.02960546314716339				
320	Melanoma	up	SLC20A1	0.02957690693438053				
321	Melanoma	up	PTGES3	0.029277492314577103				
322	Melanoma	up	HMGN3	0.028973514214158058				
323	Melanoma	up	S100A9	0.02824772708117962				
324	Melanoma	up	RPN2	0.028137020766735077				
325	Melanoma	up	SHFM1	0.02804199978709221				
326	Melanoma	up	ATIC	0.027919847518205643				
327	Melanoma	up	MMADHC	0.027700649574398994				
328	Melanoma	up	ARPC1B	0.027328509837388992				
329	Melanoma	up	MRPS21	0.027035027742385864				
330	Melanoma	up	TYRP1	0.027013465762138367				
331	Melanoma	up	HSPA8	0.026563413441181183				
332	Melanoma	up	CXCL10	0.026557454839348793				
333	Melanoma	up	RAB1A	0.026374926790595055				
334	Melanoma	up	SHC1	0.026312174275517464				
335	Melanoma	up	SNHG16	0.02608756348490715				
336	Melanoma	up	SPRR2G	0.02584097534418106				
337	Melanoma	up	COTL1	0.025693098083138466				
338	Melanoma	up	PIR	0.025665197521448135				
339	Melanoma	up	BAMBI	0.025641843676567078				
340	Melanoma	up	OAT	0.025577927008271217				
341	Melanoma	up	PRNP	0.025552405044436455				
342	Melanoma	up	PSMA4	0.025543300434947014				
343	Melanoma	up	DYNLT1	0.025497522205114365				
344	Melanoma	up	RAB38	0.02545492723584175				
345	Melanoma	up	CYR61	0.02527519315481186				
346	Melanoma	up	SH3BGRL	0.025248117744922638				
347	Melanoma	up	OSTC	0.025170616805553436				
348	Melanoma	up	DNAJB11	0.02511078678071499				
349	Melanoma	up	DUSP4	0.025097105652093887				
350	Melanoma	up	RPL36AL	0.02493002824485302				
351	Melanoma	up	GSTP1	0.024736471474170685				
352	Melanoma	up	BOLA3	0.024669449776411057				
353	Melanoma	up	STAT1	0.02466898038983345				
354	Melanoma	up	CFL1	0.024630093947052956				
355	Melanoma	up	ARPC2	0.0245091300457716				
356	Melanoma	up	AKR1B1	0.024480577558279037				
357	Melanoma	up	CMPK2	0.024448445066809654				
358	Melanoma	up	SEC13	0.024403411895036697				
359	Melanoma	up	FRMD6	0.024354076012969017				
360	Melanoma	up	PFN1	0.024317247793078423				
361	Melanoma	up	JTB	0.024242836982011795				
362	Melanoma	up	HAT1	0.024219799786806107				
363	Melanoma	up	SNAI2	0.024213004857301712				
364	Melanoma	up	TNFRSF21	0.024080056697130203				
365	Melanoma	up	LINC00520	0.02407369576394558				
366	Melanoma	up	GJB2	0.023965422064065933				
367	Melanoma	up	TIMMDC1	0.023920031264424324				
368	Melanoma	up	RASSF3	0.02390556037425995				
369	Melanoma	up	SPRR1A	0.02386985532939434				
370	Melanoma	up	TMEM123	0.023752233013510704				
371	Melanoma	up	DYNLT3	0.02359837107360363				
372	Melanoma	up	HLA-DMB	0.023568669334053993				
373	Melanoma	up	IFI44L	0.02343638613820076				
374	Melanoma	up	SNX10	0.023252315819263458				
375	Melanoma	up	CTHRC1	0.023186566308140755				
376	Melanoma	up	TCERG1	0.0231450404971838				
377	Melanoma	up	PPA1	0.02314305491745472				
378	Melanoma	up	PSMA1	0.023049214854836464				
379	Melanoma	up	TMEM14B	0.02300216071307659				
380	Melanoma	up	MFSD1	0.02290504239499569				
381	Melanoma	up	PLAU	0.022904949262738228				
382	Melanoma	up	TMEM230	0.02289717085659504				
383	Melanoma	up	DUSP6	0.02279369719326496				
384	Melanoma	up	CREG1	0.022742103785276413				
385	Melanoma	up	HLA-DPB1	0.022724678739905357				
386	Melanoma	up	UBA2	0.022703617811203003				
387	Melanoma	up	ARL6IP5	0.02243797294795513				
388	Melanoma	up	C12orf5	0.022382741793990135				
389	Melanoma	up	HNRNPK	0.02236579731106758				
390	Melanoma	up	VBP1	0.02221190370619297				
391	Melanoma	up	NAP1L1	0.022210625931620598				
392	Melanoma	up	LUZP6	0.022132916375994682				
393	Melanoma	up	NEK7	0.02212151698768139				
394	Melanoma	up	PFN2	0.022060303017497063				
395	Melanoma	up	KRT17	0.022023525089025497				
396	Melanoma	up	CAP1	0.022019464522600174				
397	Melanoma	up	CTSB	0.021979182958602905				
398	Melanoma	up	SLIRP	0.02193259261548519				
399	Melanoma	up	KRT16	0.021887123584747314				
400	Melanoma	up	SOD1	0.02182067185640335				
401	Melanoma	up	MSN	0.021812764927744865				
402	Melanoma	up	RAB13	0.021802112460136414				
403	Melanoma	up	RPS8	0.02165372110903263				
404	Melanoma	up	GBP3	0.02161630429327488				
405	Melanoma	up	ZFAS1	0.02158508077263832				
406	Melanoma	up	RLIM	0.02148834802210331				
407	Melanoma	up	EIF4H	0.021473867818713188				
408	Melanoma	up	PKM	0.02141723595559597				
409	Melanoma	up	CEP170	0.021383056417107582				
410	Melanoma	up	UBL3	0.021343592554330826				
411	Melanoma	up	MYD88	0.02128150872886181				
412	Melanoma	up	FKBP11	0.021248461678624153				
413	Melanoma	up	BIRC2	0.02107108384370804				
414	Melanoma	up	IARS2	0.021067539229989052				
415	Melanoma	up	HMGB1	0.021035468205809593				
416	Melanoma	up	BCAS2	0.020994458347558975				
417	Melanoma	up	NQO1	0.020859424024820328				
418	Melanoma	up	CBX3	0.020812438800930977				
419	Melanoma	up	ANXA7	0.020597442984580994				
420	Melanoma	up	MRPL33	0.02051881141960621				
421	Melanoma	up	CKS2	0.02042928710579872				
422	Melanoma	up	CBWD1	0.020402710884809494				
423	Melanoma	up	IMPA1	0.0203683041036129				
424	Melanoma	up	BTBD1	0.020222410559654236				
425	Melanoma	up	SLC25A5	0.020099347457289696				
426	Melanoma	up	ALDH1A3	0.01994323544204235				
427	Melanoma	up	NDUFA12	0.019937582314014435				
428	Melanoma	up	C14orf166	0.01978963240981102				
429	Melanoma	up	SERPINE2	0.019771743565797806				
430	Melanoma	up	PPP1CC	0.019712286069989204				
431	Melanoma	up	AP1S2	0.019702699035406113				
432	Melanoma	up	SMIM15	0.0196986086666584				
433	Melanoma	up	RPS24	0.019606780260801315				
434	Melanoma	up	GADD45A	0.01957777328789234				
435	Melanoma	up	CDC42EP3	0.01955900527536869				
436	Melanoma	up	EPS8	0.019469840452075005				
437	Melanoma	up	CCL2	0.019430013373494148				
438	Melanoma	up	NBPF10	0.019396115094423294				
439	Melanoma	up	RRM2	0.01930599845945835				
440	Melanoma	up	UBA3	0.01907363533973694				
441	Melanoma	up	CEBPB	0.01903548650443554				
442	Melanoma	up	LDHA	0.019015375524759293				
443	Melanoma	up	PRSS23	0.01890966109931469				
444	Melanoma	up	SSB	0.018882090225815773				
445	Melanoma	up	NDUFA4	0.0187697671353817				
446	Melanoma	up	GPX1	0.018748285248875618				
447	Melanoma	up	SCO2	0.018730225041508675				
448	Melanoma	up	SUMO2	0.018604574725031853				
449	Melanoma	up	DTX3L	0.018600307404994965				
450	Melanoma	up	IFIT1	0.018567191436886787				
451	Melanoma	up	LAMTOR5	0.01833435893058777				
452	Melanoma	up	SEC61G	0.01825382187962532				
453	Melanoma	up	HLA-G	0.018245574086904526				
454	Melanoma	up	NAA20	0.018128352239727974				
455	Melanoma	up	ATP5J	0.01807493157684803				
456	Melanoma	up	DDX21	0.01804480515420437				
457	Melanoma	up	MYL12A	0.01804175227880478				
458	Melanoma	up	ANKRD28	0.017974743619561195				
459	Melanoma	up	RNF149	0.017911972478032112				
460	Melanoma	up	OVOS2	0.017779970541596413				
461	Melanoma	up	RAB27A	0.01773151569068432				
462	Melanoma	up	VCAM1	0.017717622220516205				
463	Melanoma	up	NID2	0.017660172656178474				
464	Melanoma	up	MAPK6	0.01763194054365158				
465	Melanoma	up	CWC15	0.017629103735089302				
466	Melanoma	up	S100A11	0.017588024958968163				
467	Melanoma	up	LOC100129361	0.017508234828710556				
468	Melanoma	up	STARD3NL	0.017506210133433342				
469	Melanoma	up	PFDN2	0.017495861276984215				
470	Melanoma	up	HLA-J	0.017479995265603065				
471	Melanoma	up	ACTR3	0.01745961233973503				
472	Melanoma	up	EID1	0.01745527796447277				
473	Melanoma	up	TOMM20	0.017412550747394562				
474	Melanoma	up	PSMB4	0.01734635978937149				
475	Melanoma	up	NMI	0.017308203503489494				
476	Melanoma	up	HNRNPA3	0.017295610159635544				
477	Melanoma	up	NAE1	0.01719832606613636				
478	Melanoma	up	G0S2	0.017157187685370445				
479	Melanoma	up	PRDX6	0.017151253297924995				
480	Melanoma	up	CNBP	0.017115870490670204				
481	Melanoma	up	SLC7A5	0.017094457522034645				
482	Melanoma	up	LTA4H	0.017085107043385506				
483	Melanoma	up	RAP1B	0.01708383299410343				
484	Melanoma	up	PLK2	0.017074942588806152				
485	Melanoma	up	ATP6V1E1	0.017058897763490677				
486	Melanoma	up	ZCRB1	0.017039569094777107				
487	Melanoma	up	RND3	0.0170368030667305				
488	Melanoma	up	EIF2A	0.017033565789461136				
489	Melanoma	up	LY6E	0.016995569691061974				
490	Melanoma	up	NT5C3A	0.016991643235087395				
491	Melanoma	up	NACAP1	0.01697530597448349				
492	Melanoma	up	EPS15	0.016969019547104836				
493	Melanoma	up	ARL6IP1	0.01694338396191597				
494	Melanoma	up	DPM1	0.01692851446568966				
495	Melanoma	up	GNL3	0.01691587269306183				
496	Melanoma	up	WDFY1	0.016879282891750336				
497	Melanoma	up	EXOC1	0.016776714473962784				
498	Melanoma	up	IARS	0.016734497621655464				
499	Melanoma	up	RNF11	0.01666436903178692				
500	Melanoma	up	LOC285628	0.016644055023789406				
501	Melanoma	up	IAH1	0.01663433574140072				
502	Melanoma	up	ARFGAP3	0.016621733084321022				
503	Melanoma	up	TMEM263	0.01656224951148033				
504	Melanoma	up	DHX15	0.01652948372066021				
505	Melanoma	up	PTP4A2	0.016528604552149773				
506	Melanoma	up	ALDOA	0.016528043895959854				
507	Melanoma	up	OST4	0.01648705266416073				
508	Melanoma	up	FANCL	0.01647878624498844				
509	Melanoma	up	PDHB	0.016468213871121407				
510	Melanoma	up	UBL5	0.016450610011816025				
511	Melanoma	up	ITM2B	0.01641937345266342				
512	Melanoma	up	UBE2L6	0.016366271302103996				
513	Melanoma	up	ST3GAL5	0.016336752101778984				
514	Melanoma	up	MORF4L1	0.01628934033215046				
515	Melanoma	up	CTSC	0.016270630061626434				
516	Melanoma	up	POMP	0.016265543177723885				
517	Melanoma	up	RCN2	0.016248488798737526				
518	Melanoma	up	TMEM14A	0.016222357749938965				
519	Melanoma	up	ABCE1	0.016124077141284943				
520	Melanoma	up	ACTB	0.016103405505418777				
521	Melanoma	up	LOC100507625	0.016086962074041367				
522	Melanoma	up	DDX60	0.016010010614991188				
523	Melanoma	up	PNPT1	0.015828970819711685				
524	Melanoma	up	XPOT	0.015799997374415398				
525	Melanoma	up	VAMP7	0.015758903697133064				
526	Melanoma	up	ATP5I	0.015698691830039024				
527	Melanoma	up	ZRANB2	0.015495726838707924				
528	Melanoma	up	YTHDF2	0.015474638901650906				
529	Melanoma	up	COMMD8	0.015460526570677757				
530	Melanoma	up	RAN	0.015350385569036007				
